id,reason_for_absence,month_of_absence,day_of_the_week,seasons,service_time,work_load_average_day,hit_target,absenteeism_bins,total_disciplinary_failures,cluster
34,27,1,4,2,10,308.593,95,"(-0.001, 2.0]",0,1
34,27,1,5,2,10,308.593,95,"(-0.001, 2.0]",0,1
34,27,1,6,2,10,308.593,95,"(-0.001, 2.0]",0,1
34,27,1,2,2,10,308.593,95,"(-0.001, 2.0]",0,1
34,27,1,3,2,10,308.593,95,"(-0.001, 2.0]",0,1
34,27,1,4,2,10,308.593,95,"(-0.001, 2.0]",0,1
34,27,1,5,2,10,308.593,95,"(-0.001, 2.0]",0,1
34,27,1,2,2,10,308.593,95,"(-0.001, 2.0]",0,1
34,5,7,6,1,10,275.312,98,"(4.0, 8.0]",0,1
34,26,7,6,1,10,275.312,98,"(2.0, 4.0]",0,1
34,7,10,2,4,10,265.017,88,"(2.0, 4.0]",0,1
34,11,11,2,4,10,284.031,97,"(4.0, 8.0]",0,1
34,11,11,4,4,10,284.031,97,"(2.0, 4.0]",0,1
34,25,12,3,4,10,236.629,93,"(4.0, 8.0]",0,1
34,19,1,2,2,10,330.061,100,"(20.0, 120.0]",0,1
34,28,2,3,2,10,251.818,96,"(-0.001, 2.0]",0,1
34,18,3,3,2,10,244.387,98,"(4.0, 8.0]",0,1
34,11,4,4,3,10,239.409,98,"(-0.001, 2.0]",0,1
34,28,5,2,3,10,246.074,99,"(-0.001, 2.0]",0,1
34,23,6,2,3,10,253.957,95,"(2.0, 4.0]",0,1
34,28,6,3,3,10,253.957,95,"(-0.001, 2.0]",0,1
34,26,7,6,1,10,230.29,92,"(4.0, 8.0]",0,1
34,28,7,3,1,10,230.29,92,"(4.0, 8.0]",0,1
34,28,8,3,1,10,249.797,93,"(2.0, 4.0]",0,1
34,28,8,3,1,10,249.797,93,"(4.0, 8.0]",0,1
34,28,9,3,1,10,261.756,87,"(2.0, 4.0]",0,1
34,23,10,3,4,10,284.853,91,"(-0.001, 2.0]",0,1
34,28,11,4,4,10,268.519,93,"(2.0, 4.0]",0,1
34,9,11,3,4,10,268.519,93,"(4.0, 8.0]",0,1
34,13,11,5,4,10,268.519,93,"(-0.001, 2.0]",0,1
34,23,11,2,4,10,268.519,93,"(4.0, 8.0]",0,1
34,8,11,3,4,10,268.519,93,"(4.0, 8.0]",0,1
34,10,4,2,3,10,246.288,91,"(4.0, 8.0]",0,1
34,10,4,4,3,10,246.288,91,"(-0.001, 2.0]",0,1
34,8,5,4,3,10,237.656,99,"(2.0, 4.0]",0,1
34,28,5,3,3,10,237.656,99,"(-0.001, 2.0]",0,1
34,26,6,6,3,10,275.089,96,"(4.0, 8.0]",0,1
34,10,6,4,3,10,275.089,96,"(4.0, 8.0]",0,1
34,25,6,2,1,10,275.089,96,"(2.0, 4.0]",0,1
34,8,6,6,1,10,275.089,96,"(-0.001, 2.0]",0,1
34,10,6,4,1,10,275.089,96,"(2.0, 4.0]",0,1
34,28,7,2,1,10,264.60400000000004,93,"(2.0, 4.0]",0,1
34,23,7,4,1,10,264.60400000000004,93,"(-0.001, 2.0]",0,1
5,19,9,3,1,13,241.476,92,"(4.0, 8.0]",5,1
5,26,9,4,4,13,294.217,81,"(4.0, 8.0]",5,1
5,23,10,2,4,13,265.017,88,"(-0.001, 2.0]",5,1
5,23,10,2,4,13,265.017,88,"(-0.001, 2.0]",5,1
5,26,11,2,4,13,284.031,97,"(4.0, 8.0]",5,1
5,13,12,3,2,13,236.629,93,"(4.0, 8.0]",5,1
5,26,1,2,2,13,330.061,100,"(4.0, 8.0]",5,1
5,13,5,2,3,13,246.074,99,"(8.0, 20.0]",5,1
5,26,6,3,3,13,253.957,95,"(4.0, 8.0]",5,1
5,26,7,2,1,13,230.29,92,"(4.0, 8.0]",5,1
5,26,8,3,1,13,249.797,93,"(4.0, 8.0]",5,1
5,26,12,6,4,13,280.54900000000004,98,"(4.0, 8.0]",5,1
5,26,5,4,3,13,237.656,99,"(4.0, 8.0]",5,1
5,26,7,4,1,13,264.60400000000004,93,"(2.0, 4.0]",5,1
15,23,9,5,1,12,241.476,92,"(2.0, 4.0]",2,1
15,14,9,2,4,12,241.476,92,"(20.0, 120.0]",2,1
15,23,10,5,4,12,253.465,93,"(4.0, 8.0]",2,1
15,14,10,3,4,12,253.465,93,"(4.0, 8.0]",2,1
15,23,11,5,4,12,306.345,93,"(4.0, 8.0]",2,1
15,14,11,2,4,12,306.345,93,"(20.0, 120.0]",2,1
15,23,11,5,4,12,306.345,93,"(2.0, 4.0]",2,1
15,22,3,4,2,12,343.2530000000001,95,"(4.0, 8.0]",2,1
15,28,4,4,3,12,326.452,96,"(-0.001, 2.0]",2,1
15,23,4,6,3,12,326.452,96,"(2.0, 4.0]",2,1
15,28,4,6,3,12,326.452,96,"(-0.001, 2.0]",2,1
15,23,6,5,3,12,377.55,94,"(2.0, 4.0]",2,1
15,28,9,3,1,12,294.217,81,"(2.0, 4.0]",2,1
15,28,9,6,1,12,294.217,81,"(2.0, 4.0]",2,1
15,28,9,6,4,12,294.217,81,"(2.0, 4.0]",2,1
15,7,9,2,4,12,294.217,81,"(20.0, 120.0]",2,1
15,28,10,3,4,12,265.017,88,"(2.0, 4.0]",2,1
15,23,11,2,4,12,284.031,97,"(-0.001, 2.0]",2,1
15,12,11,6,4,12,284.031,97,"(2.0, 4.0]",2,1
15,3,1,4,2,12,330.061,100,"(4.0, 8.0]",2,1
15,23,2,3,2,12,251.818,96,"(-0.001, 2.0]",2,1
15,13,6,2,3,12,253.957,95,"(20.0, 120.0]",2,1
15,28,7,5,1,12,230.29,92,"(-0.001, 2.0]",2,1
15,28,8,5,1,12,249.797,93,"(2.0, 4.0]",2,1
15,28,8,5,1,12,249.797,93,"(-0.001, 2.0]",2,1
15,28,9,5,1,12,261.756,87,"(-0.001, 2.0]",2,1
15,28,10,4,4,12,284.853,91,"(-0.001, 2.0]",2,1
15,23,10,6,4,12,284.853,91,"(-0.001, 2.0]",2,1
15,23,10,4,4,12,284.853,91,"(-0.001, 2.0]",2,1
15,28,11,4,4,12,268.519,93,"(-0.001, 2.0]",2,1
15,28,12,4,4,12,280.54900000000004,98,"(-0.001, 2.0]",2,1
15,28,5,5,3,12,237.656,99,"(-0.001, 2.0]",2,1
15,22,5,4,3,12,237.656,99,"(4.0, 8.0]",2,1
15,28,5,5,3,12,237.656,99,"(-0.001, 2.0]",2,1
15,28,6,5,3,12,275.089,96,"(-0.001, 2.0]",2,1
29,28,2,6,2,15,264.249,97,"(-0.001, 2.0]",1,0
29,19,5,4,3,15,237.656,99,"(2.0, 4.0]",1,0
29,14,5,5,3,15,237.656,99,"(4.0, 8.0]",1,0
29,22,5,6,3,15,237.656,99,"(4.0, 8.0]",1,0
28,23,9,3,4,9,241.476,92,"(-0.001, 2.0]",1,0
28,18,9,4,4,9,241.476,92,"(2.0, 4.0]",1,0
28,23,10,6,4,9,253.465,93,"(2.0, 4.0]",1,0
28,23,10,4,4,9,253.465,93,"(-0.001, 2.0]",1,0
28,23,10,4,4,9,253.465,93,"(2.0, 4.0]",1,0
28,28,10,3,4,9,253.465,93,"(-0.001, 2.0]",1,0
28,23,11,4,4,9,306.345,93,"(-0.001, 2.0]",1,0
28,23,11,4,4,9,306.345,93,"(-0.001, 2.0]",1,0
28,23,11,4,4,9,306.345,93,"(2.0, 4.0]",1,0
28,13,11,6,4,9,306.345,93,"(2.0, 4.0]",1,0
28,28,11,3,4,9,306.345,93,"(2.0, 4.0]",1,0
28,23,12,5,4,9,261.306,97,"(-0.001, 2.0]",1,0
28,28,12,5,4,9,261.306,97,"(2.0, 4.0]",1,0
28,23,12,3,4,9,261.306,97,"(-0.001, 2.0]",1,0
28,23,12,6,2,9,261.306,97,"(-0.001, 2.0]",1,0
28,23,1,4,2,9,308.593,95,"(-0.001, 2.0]",1,0
28,27,1,4,2,9,308.593,95,"(-0.001, 2.0]",1,0
28,28,1,5,2,9,308.593,95,"(-0.001, 2.0]",1,0
28,27,1,6,2,9,308.593,95,"(-0.001, 2.0]",1,0
28,27,1,3,2,9,308.593,95,"(-0.001, 2.0]",1,0
28,23,1,3,2,9,308.593,95,"(-0.001, 2.0]",1,0
28,28,2,2,2,9,302.585,99,"(-0.001, 2.0]",1,0
28,23,2,3,2,9,302.585,99,"(-0.001, 2.0]",1,0
28,25,2,5,2,9,302.585,99,"(2.0, 4.0]",1,0
28,23,2,4,2,9,302.585,99,"(-0.001, 2.0]",1,0
28,23,3,6,2,9,343.2530000000001,95,"(-0.001, 2.0]",1,0
28,23,3,4,2,9,343.2530000000001,95,"(-0.001, 2.0]",1,0
28,11,3,2,3,9,343.2530000000001,95,"(4.0, 8.0]",1,0
28,11,3,3,3,9,343.2530000000001,95,"(4.0, 8.0]",1,0
28,11,3,4,3,9,343.2530000000001,95,"(8.0, 20.0]",1,0
28,28,3,6,3,9,343.2530000000001,95,"(-0.001, 2.0]",1,0
28,28,3,2,3,9,343.2530000000001,95,"(-0.001, 2.0]",1,0
28,23,4,4,3,9,326.452,96,"(-0.001, 2.0]",1,0
28,28,4,6,3,9,326.452,96,"(-0.001, 2.0]",1,0
28,19,5,3,3,9,378.884,92,"(4.0, 8.0]",1,0
28,28,6,5,1,9,377.55,94,"(-0.001, 2.0]",1,0
28,12,12,2,4,9,236.629,93,"(2.0, 4.0]",1,0
28,23,1,4,2,9,330.061,100,"(4.0, 8.0]",1,0
28,7,2,4,2,9,251.818,96,"(-0.001, 2.0]",1,0
28,25,5,4,3,9,246.074,99,"(2.0, 4.0]",1,0
28,23,6,5,3,9,253.957,95,"(2.0, 4.0]",1,0
28,23,6,4,1,9,253.957,95,"(-0.001, 2.0]",1,0
28,25,7,5,1,9,230.29,92,"(2.0, 4.0]",1,0
28,9,7,3,1,9,230.29,92,"(20.0, 120.0]",1,0
28,23,9,4,1,9,261.756,87,"(-0.001, 2.0]",1,0
28,23,10,3,4,9,284.853,91,"(-0.001, 2.0]",1,0
28,23,10,3,4,9,284.853,91,"(2.0, 4.0]",1,0
28,13,10,5,4,9,284.853,91,"(-0.001, 2.0]",1,0
28,10,10,6,4,9,284.853,91,"(2.0, 4.0]",1,0
28,13,10,3,4,9,284.853,91,"(2.0, 4.0]",1,0
28,23,11,6,4,9,268.519,93,"(2.0, 4.0]",1,0
28,14,11,5,4,9,268.519,93,"(2.0, 4.0]",1,0
28,23,11,3,4,9,268.519,93,"(-0.001, 2.0]",1,0
28,23,11,6,4,9,268.519,93,"(-0.001, 2.0]",1,0
28,23,12,4,4,9,280.54900000000004,98,"(2.0, 4.0]",1,0
28,23,12,6,4,9,280.54900000000004,98,"(2.0, 4.0]",1,0
28,23,12,4,4,9,280.54900000000004,98,"(2.0, 4.0]",1,0
28,23,12,3,4,9,280.54900000000004,98,"(-0.001, 2.0]",1,0
28,23,12,5,4,9,280.54900000000004,98,"(2.0, 4.0]",1,0
28,23,12,2,4,9,280.54900000000004,98,"(-0.001, 2.0]",1,0
28,23,2,3,2,9,264.249,97,"(2.0, 4.0]",1,0
28,28,2,5,2,9,264.249,97,"(2.0, 4.0]",1,0
28,7,2,3,2,9,264.249,97,"(4.0, 8.0]",1,0
28,25,2,5,2,9,264.249,97,"(2.0, 4.0]",1,0
28,7,2,2,2,9,264.249,97,"(-0.001, 2.0]",1,0
28,25,2,3,2,9,264.249,97,"(-0.001, 2.0]",1,0
28,27,3,5,2,9,222.196,99,"(-0.001, 2.0]",1,0
28,25,3,5,2,9,222.196,99,"(-0.001, 2.0]",1,0
28,7,3,2,2,9,222.196,99,"(4.0, 8.0]",1,0
28,13,4,2,3,9,246.288,91,"(4.0, 8.0]",1,0
28,19,4,2,3,9,246.288,91,"(4.0, 8.0]",1,0
28,19,4,5,3,9,246.288,91,"(4.0, 8.0]",1,0
28,6,5,4,3,9,237.656,99,"(2.0, 4.0]",1,0
28,11,5,2,3,9,237.656,99,"(-0.001, 2.0]",1,0
28,22,7,4,1,9,264.60400000000004,93,"(4.0, 8.0]",1,0
13,22,10,2,4,12,265.017,88,"(4.0, 8.0]",2,2
13,22,4,2,3,12,239.409,98,"(2.0, 4.0]",2,2
13,10,5,2,3,12,246.074,99,"(4.0, 8.0]",2,2
13,23,9,3,4,12,261.756,87,"(4.0, 8.0]",2,2
13,23,10,3,4,12,284.853,91,"(4.0, 8.0]",2,2
13,23,10,3,4,12,284.853,91,"(2.0, 4.0]",2,2
13,26,10,3,4,12,284.853,91,"(4.0, 8.0]",2,2
13,10,10,5,4,12,284.853,91,"(4.0, 8.0]",2,2
13,10,10,6,4,12,284.853,91,"(4.0, 8.0]",2,2
13,26,11,6,4,12,268.519,93,"(4.0, 8.0]",2,2
13,22,3,4,3,12,222.196,99,"(4.0, 8.0]",2,2
13,7,4,2,3,12,246.288,91,"(20.0, 120.0]",2,2
13,13,7,2,1,12,264.60400000000004,93,"(20.0, 120.0]",2,2
22,23,10,5,4,9,253.465,93,"(-0.001, 2.0]",0,1
22,18,1,3,2,9,308.593,95,"(4.0, 8.0]",0,1
22,23,2,3,2,9,302.585,99,"(-0.001, 2.0]",0,1
22,13,3,5,2,9,343.2530000000001,95,"(4.0, 8.0]",0,1
22,13,3,2,3,9,343.2530000000001,95,"(-0.001, 2.0]",0,1
22,18,7,5,1,9,275.312,98,"(4.0, 8.0]",0,1
22,23,8,5,1,9,265.615,94,"(-0.001, 2.0]",0,1
22,1,10,2,4,9,265.017,88,"(4.0, 8.0]",0,1
22,1,10,4,4,9,265.017,88,"(20.0, 120.0]",0,1
22,23,10,5,4,9,265.017,88,"(8.0, 20.0]",0,1
22,1,10,4,4,9,265.017,88,"(4.0, 8.0]",0,1
22,7,10,4,4,9,265.017,88,"(4.0, 8.0]",0,1
22,23,12,3,4,9,236.629,93,"(-0.001, 2.0]",0,1
22,23,5,4,3,9,246.074,99,"(2.0, 4.0]",0,1
22,25,5,2,3,9,246.074,99,"(-0.001, 2.0]",0,1
22,23,5,4,3,9,246.074,99,"(2.0, 4.0]",0,1
22,21,6,4,1,9,253.957,95,"(-0.001, 2.0]",0,1
22,23,7,5,1,9,230.29,92,"(-0.001, 2.0]",0,1
22,23,9,6,1,9,261.756,87,"(4.0, 8.0]",0,1
22,23,9,2,1,9,261.756,87,"(-0.001, 2.0]",0,1
22,13,12,6,4,9,280.54900000000004,98,"(-0.001, 2.0]",0,1
22,13,12,3,4,9,280.54900000000004,98,"(8.0, 20.0]",0,1
22,12,1,2,2,9,313.532,96,"(20.0, 120.0]",0,1
22,12,1,5,2,9,313.532,96,"(8.0, 20.0]",0,1
22,13,1,2,2,9,313.532,96,"(2.0, 4.0]",0,1
22,27,1,2,2,9,313.532,96,"(-0.001, 2.0]",0,1
22,27,1,4,2,9,313.532,96,"(-0.001, 2.0]",0,1
22,27,2,5,2,9,264.249,97,"(-0.001, 2.0]",0,1
22,13,2,5,2,9,264.249,97,"(-0.001, 2.0]",0,1
22,27,2,4,2,9,264.249,97,"(-0.001, 2.0]",0,1
22,27,3,6,2,9,222.196,99,"(2.0, 4.0]",0,1
22,27,3,6,2,9,222.196,99,"(-0.001, 2.0]",0,1
22,23,3,6,2,9,222.196,99,"(-0.001, 2.0]",0,1
22,13,3,2,3,9,222.196,99,"(-0.001, 2.0]",0,1
22,27,4,6,3,9,246.288,91,"(-0.001, 2.0]",0,1
22,27,4,6,3,9,246.288,91,"(-0.001, 2.0]",0,1
22,27,4,6,3,9,246.288,91,"(-0.001, 2.0]",0,1
22,27,4,6,3,9,246.288,91,"(-0.001, 2.0]",0,1
22,13,5,5,3,9,237.656,99,"(-0.001, 2.0]",0,1
22,27,5,6,3,9,237.656,99,"(-0.001, 2.0]",0,1
22,27,5,4,3,9,237.656,99,"(-0.001, 2.0]",0,1
22,27,5,6,3,9,237.656,99,"(-0.001, 2.0]",0,1
22,27,6,4,3,9,275.089,96,"(2.0, 4.0]",0,1
22,27,6,6,3,9,275.089,96,"(-0.001, 2.0]",0,1
22,13,6,5,3,9,275.089,96,"(-0.001, 2.0]",0,1
22,13,6,2,1,9,275.089,96,"(2.0, 4.0]",0,1
17,21,11,5,4,17,306.345,93,"(4.0, 8.0]",0,2
17,21,11,4,4,17,306.345,93,"(4.0, 8.0]",0,2
17,17,3,3,2,17,343.2530000000001,95,"(4.0, 8.0]",0,2
17,11,3,2,2,17,343.2530000000001,95,"(20.0, 120.0]",0,2
17,8,3,5,2,17,343.2530000000001,95,"(4.0, 8.0]",0,2
17,22,3,3,2,17,244.387,98,"(4.0, 8.0]",0,2
17,11,5,2,3,17,246.074,99,"(-0.001, 2.0]",0,2
17,8,5,2,3,17,246.074,99,"(2.0, 4.0]",0,2
17,25,8,2,1,17,249.797,93,"(-0.001, 2.0]",0,2
17,25,8,3,1,17,249.797,93,"(4.0, 8.0]",0,2
17,18,12,6,4,17,280.54900000000004,98,"(-0.001, 2.0]",0,2
17,25,1,5,2,17,313.532,96,"(-0.001, 2.0]",0,2
17,25,1,6,2,17,313.532,96,"(-0.001, 2.0]",0,2
17,25,1,4,2,17,313.532,96,"(-0.001, 2.0]",0,2
17,18,1,6,2,17,313.532,96,"(2.0, 4.0]",0,2
17,23,2,6,2,17,264.249,97,"(-0.001, 2.0]",0,2
17,16,4,3,3,17,246.288,91,"(-0.001, 2.0]",0,2
17,16,5,6,3,17,237.656,99,"(-0.001, 2.0]",0,2
17,10,5,4,3,17,237.656,99,"(4.0, 8.0]",0,2
17,25,5,6,3,17,237.656,99,"(4.0, 8.0]",0,2
31,11,2,2,2,9,302.585,99,"(4.0, 8.0]",1,1
31,1,2,3,2,9,302.585,99,"(4.0, 8.0]",1,1
23,19,4,4,3,11,326.452,96,"(4.0, 8.0]",3,0
23,22,6,5,3,11,377.55,94,"(4.0, 8.0]",3,0
23,1,11,2,4,11,284.031,97,"(4.0, 8.0]",3,0
23,22,3,3,2,11,244.387,98,"(4.0, 8.0]",3,0
23,22,6,5,3,11,275.089,96,"(4.0, 8.0]",3,0
32,28,6,2,1,29,377.55,94,"(-0.001, 2.0]",0,0
32,4,10,5,4,29,284.853,91,"(-0.001, 2.0]",0,0
32,14,10,4,4,29,284.853,91,"(2.0, 4.0]",0,0
32,23,10,5,4,29,284.853,91,"(-0.001, 2.0]",0,0
32,10,1,5,2,29,313.532,96,"(4.0, 8.0]",0,0
9,18,8,3,1,16,265.615,94,"(4.0, 8.0]",0,2
9,18,5,4,3,16,246.074,99,"(4.0, 8.0]",0,2
9,1,10,4,4,16,284.853,91,"(-0.001, 2.0]",0,2
9,25,3,3,2,16,222.196,99,"(2.0, 4.0]",0,2
9,12,3,3,2,16,222.196,99,"(20.0, 120.0]",0,2
9,25,3,4,2,16,222.196,99,"(-0.001, 2.0]",0,2
9,6,7,2,1,16,264.60400000000004,93,"(4.0, 8.0]",0,2
9,6,7,3,1,16,264.60400000000004,93,"(20.0, 120.0]",0,2
26,13,8,5,1,13,265.615,94,"(-0.001, 2.0]",0,2
26,14,8,5,1,13,265.615,94,"(-0.001, 2.0]",0,2
26,28,4,6,3,13,239.409,98,"(4.0, 8.0]",0,2
26,15,7,2,1,13,230.29,92,"(4.0, 8.0]",0,2
26,19,5,6,3,13,237.656,99,"(20.0, 120.0]",0,2
21,11,8,5,1,8,265.615,94,"(4.0, 8.0]",1,1
21,7,7,2,1,8,230.29,92,"(4.0, 8.0]",1,1
25,11,10,5,4,8,284.853,91,"(2.0, 4.0]",0,1
25,6,10,2,4,8,284.853,91,"(4.0, 8.0]",0,1
25,1,11,6,4,8,268.519,93,"(4.0, 8.0]",0,1
25,25,2,2,2,8,264.249,97,"(2.0, 4.0]",0,1
25,25,2,6,2,8,264.249,97,"(-0.001, 2.0]",0,1
25,25,3,2,2,8,222.196,99,"(2.0, 4.0]",0,1
25,16,4,3,3,8,246.288,91,"(2.0, 4.0]",0,1
25,28,5,4,3,8,237.656,99,"(-0.001, 2.0]",0,1
25,10,5,2,3,8,237.656,99,"(4.0, 8.0]",0,1
25,23,5,5,3,8,237.656,99,"(-0.001, 2.0]",0,1
12,18,12,2,4,1,280.54900000000004,98,"(4.0, 8.0]",0,0
12,19,2,2,2,1,264.249,97,"(-0.001, 2.0]",0,0
12,12,2,4,2,1,264.249,97,"(2.0, 4.0]",0,0
12,19,6,6,3,1,275.089,96,"(4.0, 8.0]",0,0
12,22,6,5,1,1,275.089,96,"(4.0, 8.0]",0,0
12,22,6,4,1,1,275.089,96,"(2.0, 4.0]",0,0
12,19,7,6,1,1,264.60400000000004,93,"(-0.001, 2.0]",0,0
16,23,3,4,3,24,222.196,99,"(4.0, 8.0]",0,2
16,7,6,4,3,24,275.089,96,"(4.0, 8.0]",0,2
